Cnic,Time
42100-789843-2,15:05:06
42100-789843-2,15:05:06
42100-789843-2,15:05:06
42100-789843-2,15:05:06
42100-789843-2,15:05:06
42100-789843-2,15:05:07
42100-789843-2,15:05:07
42100-789843-2,15:05:07
42100-789843-2,15:05:07
42100-789843-2,15:05:07
42100-789843-2,15:05:07
42100-789843-2,15:05:07
42100-789843-2,15:05:07
42100-789843-2,15:05:07
42100-789843-2,15:05:07
42100-789843-2,15:05:07
42100-789843-2,15:05:08
42100-789843-2,15:05:08
42100-789843-2,15:05:08
42100-789843-2,15:05:08
42100-789843-2,15:05:08
42100-789843-2,15:05:08
42100-789843-2,15:05:08
42100-789843-2,15:05:08
42100-789843-2,15:05:08
42100-789843-2,15:05:08
42100-789843-2,15:05:09
42100-789843-2,15:05:09
42100-789843-2,15:05:09
42100-789843-2,15:05:09
42100-789843-2,15:05:09
42100-789843-2,15:05:09
42100-789843-2,15:05:09
42100-789843-2,15:05:09
42100-789843-2,15:05:09
42100-789843-2,15:05:09
42100-789843-2,15:05:10
42100-789843-2,15:05:10
42100-789843-2,15:05:10
42100-789843-2,15:05:10
42100-789843-2,15:05:10
42100-789843-2,15:05:10
42100-789843-2,15:05:10
42100-789843-2,15:05:10
42100-789843-2,15:05:10
42100-789843-2,15:05:10
42101-1432277-2,15:05:12
42101-1432277-2,15:05:12
42101-1432277-2,15:05:12
42101-1432277-2,15:05:12
42101-1432277-2,15:05:12
42101-1432277-2,15:05:12
42101-1432277-2,15:05:13
42101-1432277-2,15:05:13
42101-1432277-2,15:05:13
42101-1432277-2,15:05:13
42101-1432277-2,15:05:13
42101-1432277-2,15:05:13
42101-1432277-2,15:05:13
42101-1432277-2,15:05:13
42101-1432277-2,15:05:13
42101-1432277-2,15:05:13
42101-1432277-2,15:05:14
42101-1432277-2,15:05:14
42101-1432277-2,15:05:14
42101-1432277-2,15:05:14
42101-1432277-2,15:05:14
42101-1432277-2,15:05:14
42101-1432277-2,15:05:14
42101-1432277-2,15:05:14
42101-1432277-2,15:05:15
42101-1432277-2,15:05:15
42101-1432277-2,15:05:15
42101-1432277-2,15:05:15
42101-1432277-2,15:05:15
42101-1432277-2,15:05:15
42101-1432277-2,15:05:16
42101-1432277-2,15:05:16
42101-1432277-2,15:05:16
42101-1432277-2,15:05:16
42101-1432277-2,15:05:16
42102-6786790-2,16:01:09
42102-6786790-2,16:01:09
42102-6786790-2,16:01:09
42102-6786790-2,16:01:09
42102-6786790-2,16:01:09
42102-6786790-2,16:01:09
42102-6786790-2,16:01:10
42102-6786790-2,16:01:10
42102-6786790-2,16:01:19
42100-789843-2,16:01:19
42100-789843-2,16:01:20
42100-789843-2,16:01:20
42100-789843-2,16:01:20
42102-6786790-2,16:01:20
42102-6786790-2,16:01:21
42102-6786790-2,16:01:21
42102-6786790-2,16:01:21
42102-6786790-2,16:01:21
42102-6786790-2,16:01:22
42102-6786790-2,16:01:22
42102-6786790-2,16:01:22
42102-6786790-2,16:01:22
42102-6786790-2,16:01:23
42102-6786790-2,16:01:23
42102-6786790-2,16:01:23
42102-6786790-2,16:01:23
42102-6786790-2,16:01:23
42102-6786790-2,16:01:23
42102-6786790-2,16:01:24
42102-6786790-2,16:01:24
42102-6786790-2,16:01:24
42102-6786790-2,16:01:24
42102-6786790-2,16:01:24
42102-6786790-2,16:01:25
42102-6786790-2,16:01:25
42102-6786790-2,16:01:25
42102-6786790-2,16:01:25
42102-6786790-2,16:01:27
42102-6786790-2,16:01:28
42102-6786790-2,16:01:28
42102-6786790-2,16:01:28
42102-6786790-2,16:01:28
42102-6786790-2,16:01:28
42102-6786790-2,16:01:28
42102-6786790-2,16:01:29
42102-6786790-2,16:01:29
42102-6786790-2,16:01:29
42102-6786790-2,16:01:29
42102-6786790-2,16:01:29
42102-6786790-2,16:01:29
42102-6786790-2,16:01:29
42102-6786790-2,16:01:29
42102-6786790-2,16:01:30
42102-6786790-2,16:01:30
42102-6786790-2,16:01:30
42102-6786790-2,16:01:30
42102-6786790-2,16:01:30
42102-6786790-2,16:01:30
42102-6786790-2,16:01:30
42102-6786790-2,16:01:30
42102-6786790-2,16:01:30
42102-6786790-2,16:01:31
42102-6786790-2,16:01:31
42102-6786790-2,16:01:31
42102-6786790-2,16:01:31
42102-6786790-2,16:01:31
42102-6786790-2,16:01:31
42102-6786790-2,16:01:31
42102-6786790-2,16:01:31
42102-6786790-2,16:01:31
42102-6786790-2,16:01:31
42102-6786790-2,16:01:32
42102-6786790-2,16:01:32
42102-6786790-2,16:01:32
42102-6786790-2,16:01:32
42102-6786790-2,16:01:32
42102-6786790-2,16:01:32
42102-6786790-2,16:01:32
42102-6786790-2,16:01:32
42102-6786790-2,16:01:32
42102-6786790-2,16:01:32
42102-6786790-2,16:01:33
42102-6786790-2,16:01:33
42102-6786790-2,16:01:33
42102-6786790-2,16:01:33
42102-6786790-2,16:01:33
42102-6786790-2,16:01:33
42102-6786790-2,16:01:33
42102-6786790-2,16:01:33
42102-6786790-2,16:01:33
42102-6786790-2,16:01:34
42102-6786790-2,16:01:34
42102-6786790-2,16:01:34
42102-6786790-2,16:01:34
42102-6786790-2,16:01:34
42102-6786790-2,16:01:34
42102-6786790-2,16:01:34
42102-6786790-2,16:01:34
42102-6786790-2,16:01:34
42102-6786790-2,16:01:35
42102-6786790-2,16:01:35
42102-6786790-2,16:01:37
42102-6786790-2,16:01:37
42101-3794970-1,16:01:38
42102-6786790-2,16:01:39
42102-6786790-2,16:01:40
42102-6786790-2,16:01:40
42102-6786790-2,16:01:40
42102-6786790-2,16:01:40
42102-6786790-2,16:01:40
42102-6786790-2,16:01:40
42102-6786790-2,16:01:40
42102-6786790-2,16:01:40
42102-6786790-2,16:01:40
42102-6786790-2,16:01:40
42102-6786790-2,16:01:41
42102-6786790-2,16:01:41
42102-6786790-2,16:01:41
42102-6786790-2,16:01:41
42102-6786790-2,16:01:41
42102-6786790-2,16:01:41
42102-6786790-2,16:01:53
42102-6786790-2,16:01:53
42102-6786790-2,16:01:53
42102-6786790-2,16:02:06
42102-6786790-2,16:02:06
42102-6786790-2,16:02:06
42102-6786790-2,16:02:06
42102-6786790-2,16:02:06
42102-6786790-2,16:02:07
42102-6786790-2,16:02:07
42102-6786790-2,16:02:07
42102-6786790-2,16:02:07
42102-6786790-2,16:02:07
42102-6786790-2,16:02:09
42102-6786790-2,16:02:09
42102-6786790-2,16:02:09
42102-6786790-2,16:02:09
42102-6786790-2,16:02:10
42102-6786790-2,16:04:21
42102-6786790-2,16:04:21
42102-6786790-2,16:04:21
42102-6786790-2,16:04:21
42102-6786790-2,16:04:21
42102-6786790-2,16:04:21
42102-6786790-2,16:04:21
42102-6786790-2,16:04:21
42102-6786790-2,16:04:21
42102-6786790-2,16:04:21
42102-6786790-2,16:04:21
42102-6786790-2,16:04:22
42102-6786790-2,16:04:22
42102-6786790-2,16:04:22
42102-6786790-2,16:04:22
42102-6786790-2,16:04:22
42102-6786790-2,16:04:22
42102-6786790-2,16:04:22
42102-6786790-2,16:04:22
42102-6786790-2,16:04:22
42102-6786790-2,16:04:22
42102-6786790-2,16:04:22
42102-6786790-2,16:04:23
42102-6786790-2,16:04:23
42102-6786790-2,16:04:23
42102-6786790-2,16:04:23
42102-6786790-2,16:04:23
42102-6786790-2,16:04:23
42102-6786790-2,16:04:23
42102-6786790-2,16:04:23
42102-6786790-2,16:04:23
42102-6786790-2,16:04:23
42102-6786790-2,16:04:24
42102-6786790-2,16:04:24
42102-6786790-2,16:04:24
42102-6786790-2,16:04:24
42102-6786790-2,16:04:24
42102-6786790-2,16:04:24
42102-6786790-2,16:04:24
42102-6786790-2,16:04:24
42102-6786790-2,16:04:24
42102-6786790-2,16:04:24
42102-6786790-2,16:04:24
42102-6786790-2,16:04:25
42102-6786790-2,16:04:25
42102-6786790-2,16:04:25
42102-6786790-2,16:04:25
42102-6786790-2,16:04:25
42100-789843-5,16:19:58
42100-789843-5,16:19:58
42100-789843-5,16:19:59
42100-789843-5,16:20:00
42100-789843-5,16:20:00
42100-789843-5,16:20:00
42100-789843-5,16:20:00
42100-789843-5,16:20:00
42100-789843-5,16:20:00
42100-789843-5,16:20:00
42100-789843-5,16:20:01
42100-789843-5,16:20:01
42100-789843-5,16:20:01
42100-789843-5,16:20:01
42100-789843-5,16:20:01
42100-789843-5,16:20:01
42100-789843-5,16:20:01
42100-789843-5,16:26:28
42100-789843-5,16:26:28
42100-789843-5,16:26:28
42100-789843-5,16:26:29
42100-789843-5,16:26:29
42100-789843-5,16:26:29
42100-789843-5,16:26:29
42100-789843-5,16:26:29
42100-789843-5,16:26:29
42100-789843-5,16:26:29
42100-789843-5,16:26:30
42100-789843-5,16:26:30
42100-789843-5,16:26:30
42100-789843-5,16:26:30
42100-789843-5,16:26:30
42100-789843-5,16:26:30
42100-789843-5,16:26:30
42100-789843-5,16:26:31
42100-789843-5,16:26:31
42100-789843-5,16:26:31
42100-789843-5,16:26:31
42100-789843-5,16:26:44
42100-789843-5,16:26:48
42100-789843-5,16:26:48
42100-789843-5,16:26:48
42100-789843-5,16:26:48
42100-789843-5,16:26:48
42100-789843-5,16:26:49
42100-789843-5,16:26:49
42100-789843-5,16:26:49
42100-789843-5,16:26:49
42100-789843-5,16:26:49
42100-789843-5,16:26:49
42100-789843-5,16:26:49
42100-789843-5,16:26:50
42100-789843-5,16:26:50
42100-789843-5,16:26:50
42100-789843-5,16:26:50
42100-789843-5,16:26:50
42100-789843-5,16:26:50
42100-789843-5,16:26:50
42100-789843-5,16:26:51
42100-789843-5,16:26:51
42100-789843-5,16:26:51
42100-789843-5,16:26:51
42100-789843-5,16:26:51
42100-789843-5,16:26:51
42100-789843-5,16:26:51
42100-789843-5,16:26:52
42100-789843-5,16:26:52
42100-789843-5,16:26:52
42100-789843-5,16:26:52
42100-789843-5,16:26:52
42100-789843-5,16:26:52
42100-789843-5,16:26:52
42100-789843-5,16:26:52
42100-789843-5,16:26:53
42100-789843-5,16:26:53
42100-789843-5,16:26:53
42100-789843-5,16:26:53
42100-789843-5,16:26:53
42100-789843-5,16:26:53
42100-789843-5,16:26:53
42100-789843-5,16:26:54
42100-789843-5,16:26:54
42100-789843-5,16:26:54
42100-789843-5,16:26:54
42100-789843-5,16:26:54
42100-789843-5,16:26:54
42100-789843-5,16:26:54
42100-789843-5,16:26:54
42100-789843-5,16:26:55
42100-789843-5,16:26:55
42100-789843-5,16:26:55
42100-789843-5,16:26:55
42100-789843-5,16:26:55
42100-789843-5,16:26:55
42100-789843-5,16:26:55
42100-789843-5,16:26:56
42100-789843-5,16:26:56
42100-789843-5,16:26:57
42100-789843-5,16:26:57
42100-789843-5,16:26:57
42100-789843-5,16:26:57
42100-789843-5,16:26:57
42100-789843-5,16:26:57
42100-789843-5,16:26:57
42100-789843-5,16:26:57
42100-789843-5,16:26:58
42100-789843-5,16:26:58
42100-789843-5,16:26:58
42100-789843-5,16:26:58
42100-789843-5,16:26:58
42100-789843-5,16:26:58
42100-789843-5,16:26:59
42100-789843-5,16:26:59
42100-789843-5,16:26:59
42100-789843-5,16:26:59
42100-789843-5,16:26:59
42100-789843-5,16:26:59
42100-789843-2,16:26:59
42100-789843-2,16:27:01
42100-789843-2,16:27:01
42100-789843-2,16:27:02
42102-6786790-2,16:27:03
42100-789843-5,16:27:05
42100-789843-5,16:27:05
42100-789843-5,16:27:05
42100-789843-5,16:27:05
42100-789843-5,16:27:05
42100-789843-5,16:27:05
42100-789843-5,16:27:05
42100-789843-5,16:27:05
42100-789843-5,16:27:06
42100-789843-5,16:27:06
42100-789843-5,16:27:06
42100-789843-5,16:27:06
42100-789843-5,16:27:06
42100-789843-5,16:27:06
42100-789843-5,16:27:07
42100-789843-5,16:27:08
42100-789843-5,16:27:08
42100-789843-5,16:27:08
42100-789843-5,16:27:08
42100-789843-5,16:27:08
42100-789843-5,16:27:08
42100-789843-5,16:27:09
42100-789843-5,16:27:09
42100-789843-5,16:27:09
42100-789843-5,16:27:09
42100-789843-5,16:27:09
42100-789843-5,16:27:09
42100-789843-5,16:27:09
42100-789843-5,16:27:09
42100-789843-5,16:27:10
42100-789843-5,16:27:10
42102-6786790-2,16:28:52
42100-789843-5,16:30:23
42100-789843-5,16:30:23
42100-789843-5,16:30:23
42100-789843-5,16:30:24
42100-789843-5,16:30:24
42100-789843-5,16:30:24
42100-789843-5,16:30:24
42100-789843-5,16:30:24
42100-789843-5,16:30:24
42100-789843-5,16:30:24
42100-789843-5,16:30:24
42100-789843-5,16:30:25
42100-789843-5,16:30:25
42100-789843-5,16:30:25
42100-789843-5,16:30:25
42100-789843-5,16:30:25
42100-789843-5,16:30:25
42100-789843-5,16:30:25
42100-789843-5,16:30:25
42100-789843-5,16:30:26
42100-789843-5,16:30:26
42100-789843-5,16:30:26
42100-789843-5,16:30:26
42100-789843-5,16:30:26
42100-789843-5,16:30:26
42100-789843-5,16:30:26
42100-789843-5,16:30:27
42100-789843-5,16:30:27
42100-789843-5,16:30:27
42100-789843-5,16:30:27
42100-789843-5,16:30:27
42100-789843-5,16:30:27
42100-789843-5,16:30:27
42100-789843-5,16:30:27
42100-789843-5,16:30:28
42100-789843-5,16:30:28
42100-789843-5,16:30:28
42100-789843-5,16:30:28
42100-789843-5,16:30:28
42100-789843-5,16:30:28
42100-789843-5,16:30:28
42100-789843-5,16:30:28
42100-789843-5,16:30:29
42100-789843-5,16:30:29
42100-789843-5,16:30:29
42100-789843-5,16:30:29
42100-789843-5,16:30:29
42100-789843-5,16:30:29
42100-789843-5,16:30:29
42100-789843-5,16:30:29
42100-789843-5,16:30:30
42100-789843-5,16:33:27
42100-789843-5,16:33:28
42100-789843-5,16:33:28
42100-789843-5,16:33:28
42100-789843-5,16:33:28
42100-789843-5,16:33:29
42100-789843-5,16:33:29
42100-789843-5,16:33:29
42100-789843-5,16:33:29
42100-789843-5,16:33:29
42100-789843-5,16:33:29
42100-789843-5,16:33:29
42100-789843-5,16:33:30
42100-789843-5,16:33:30
42100-789843-5,16:33:32
42100-789843-5,16:33:32
42100-789843-5,16:33:32
42100-789843-5,16:33:32
42100-789843-5,16:33:33
42100-789843-5,16:33:33
42100-789843-5,16:33:33
42100-789843-5,16:33:33
42100-789843-5,16:33:34
42100-789843-5,16:33:34
